date,APMC,CommodityId,min_price,max_price,modal_price,arrivals_in_qtl
2015-09-01,Khamgaon,8,5980,9729,8632,1978
2016-09-01,Khamgaon,8,5884,6986,6475,11091
2016-11-01,Khamgaon,8,5348,5983,5749,4096
2015-04-01,Latur,8,6337,6935,6661,20880
2016-04-01,Latur,8,7974,9595,9205,29152
2015-08-01,Latur,8,8600,10037,9537,4893
2016-08-01,Latur,8,6000,7246,6759,18365
2014-12-01,Latur,8,4651,5454,5033,6534
2015-12-01,Latur,8,8906,10760,10167,43853
2015-02-01,Latur,8,5646,6240,6067,40473
2016-02-01,Latur,8,7464,8932,8635,20517
2015-01-01,Latur,8,5094,5862,5492,31352
2016-01-01,Latur,8,8130,9740,9513,45240
2015-07-01,Latur,8,6737,7782,7513,6717
2016-07-01,Latur,8,7800,9074,8621,6707
2015-06-01,Latur,8,6617,7669,7468,16318
2016-06-01,Latur,8,8014,9305,9018,28693
2015-03-01,Latur,8,5649,6461,6231,20249
2016-03-01,Latur,8,7253,8817,8429,14903
2015-05-01,Latur,8,6774,7649,7397,19239
2016-05-01,Latur,8,7915,9304,9002,29113
2014-11-01,Latur,8,4198,5272,4811,1171
2015-11-01,Latur,8,8625,11407,10395,1702
2014-10-01,Latur,8,4255,5354,4783,1859
2016-10-01,Latur,8,6068,7086,6785,8808
2014-09-01,Latur,8,4209,5183,4717,5609
2015-09-01,Latur,8,8792,10618,9871,2866
2016-09-01,Latur,8,5991,7321,6991,11404
2016-11-01,Latur,8,5098,5944,5570,6728
2015-04-01,Lonar,8,5975,6710,6343,13950
2016-04-01,Lonar,8,8449,9166,8805,6530
2015-08-01,Lonar,8,7472,8660,8222,350
2016-08-01,Lonar,8,5902,6336,6095,611
2014-12-01,Lonar,8,4567,4867,4717,399
2015-12-01,Lonar,8,7590,9511,8588,12483
2015-02-01,Lonar,8,5265,5964,5613,60615
2016-02-01,Lonar,8,7655,8382,8035,5835
2015-01-01,Lonar,8,4949,5576,5263,15985
2016-01-01,Lonar,8,7916,9204,8600,25900
2015-07-01,Lonar,8,6624,7242,5626,454
2016-07-01,Lonar,8,7020,7569,7290,690
2015-06-01,Lonar,8,6669,7206,5963,5774
2016-06-01,Lonar,8,8659,8875,8767,2706
2015-03-01,Lonar,8,5188,5896,5546,32556
2016-03-01,Lonar,8,7840,8294,8066,3780
2015-05-01,Lonar,8,6783,7300,7041,4962
2016-05-01,Lonar,8,8524,8925,8720,3856
2014-11-01,Lonar,8,4488,5025,4756,180
2014-10-01,Lonar,8,4175,4735,4455,210
2015-10-01,Lonar,8,8513,9925,9219,12
2016-10-01,Lonar,8,6463,6838,6650,730
2014-09-01,Lonar,8,4145,4816,4569,1386
2015-09-01,Lonar,8,7440,8559,8010,231
2016-09-01,Lonar,8,6288,6754,6525,743
2016-11-01,Lonar,8,5317,5633,5475,22
2015-04-01,Majalgaon,8,4550,6424,6003,983
2016-04-01,Majalgaon,8,6554,9048,8856,3543
2015-08-01,Majalgaon,8,6362,8446,7891,114
2016-08-01,Majalgaon,8,6208,6763,6587,23
2014-12-01,Majalgaon,8,3983,4382,4245,37
2015-12-01,Majalgaon,8,6394,9114,8744,5416
2015-02-01,Majalgaon,8,4912,5981,5634,3120
2016-02-01,Majalgaon,8,6031,8139,7839,3997
2015-01-01,Majalgaon,8,4774,5903,5590,1760
2016-01-01,Majalgaon,8,6979,8701,8482,9284
2015-07-01,Majalgaon,8,5756,6600,6364,203
2016-07-01,Majalgaon,8,8305,8960,8850,77
2015-06-01,Majalgaon,8,5133,6772,6406,384
2016-06-01,Majalgaon,8,7338,8824,8605,856
2015-03-01,Majalgaon,8,4289,6127,5728,1603
2016-03-01,Majalgaon,8,5889,8030,7788,2044
2015-05-01,Majalgaon,8,5177,7042,6656,545
2016-05-01,Majalgaon,8,7109,8860,8658,1332
2014-11-01,Majalgaon,8,4600,4782,4678,25
2015-11-01,Majalgaon,8,8370,8370,8370,21
2014-10-01,Majalgaon,8,3753,4761,4127,171
2015-10-01,Majalgaon,8,8363,9615,9215,29
2016-10-01,Majalgaon,8,5725,5954,5868,29
2014-09-01,Majalgaon,8,3625,4678,4275,327
2015-09-01,Majalgaon,8,7035,8673,8190,100
2016-09-01,Majalgaon,8,5286,6277,6097,214
2015-04-01,Malkapur,8,4847,6906,6403,10235
2016-04-01,Malkapur,8,7947,9210,8752,21344
2015-08-01,Malkapur,8,6113,9162,8093,2104
2016-08-01,Malkapur,8,5808,6672,6386,9383
2014-12-01,Malkapur,8,3750,4428,4283,26
2015-12-01,Malkapur,8,6719,9526,8644,9380
2015-02-01,Malkapur,8,4483,5570,5358,7765
2016-02-01,Malkapur,8,7569,8507,8238,23886
2015-01-01,Malkapur,8,3911,4667,4397,399
2016-01-01,Malkapur,8,7740,9225,8821,58713
2015-07-01,Malkapur,8,5525,7468,6767,2918
2016-07-01,Malkapur,8,7653,8513,8262,7359
2015-06-01,Malkapur,8,5037,7305,6741,8549
2015-03-01,Malkapur,8,4746,6176,5803,7104
2016-03-01,Malkapur,8,7671,8491,8212,16675
2015-05-01,Malkapur,8,5169,7286,6730,16842
2016-05-01,Malkapur,8,8051,9071,8727,18413
2014-11-01,Malkapur,8,4350,5017,4883,169
2015-11-01,Malkapur,8,6554,8892,8373,86
2014-10-01,Malkapur,8,4303,5133,4925,367
2015-10-01,Malkapur,8,7270,10311,9567,361
2016-10-01,Malkapur,8,5867,6613,6422,4865
2014-09-01,Malkapur,8,3734,5061,4917,5897
2015-09-01,Malkapur,8,6177,9473,7937,843
2016-09-01,Malkapur,8,5958,6905,6659,7763
2016-11-01,Malkapur,8,5260,5998,5737,1626
2015-04-01,Mangrulpeer,8,5571,6611,6353,5142
2016-04-01,Mangrulpeer,8,8514,9135,8943,7590
2015-08-01,Mangrulpeer,8,7293,9641,9443,681
2016-08-01,Mangrulpeer,8,5894,6590,6464,3618
2014-12-01,Mangrulpeer,8,3939,4348,4285,136
2015-12-01,Mangrulpeer,8,6586,9824,9289,14592
2015-02-01,Mangrulpeer,8,4592,5845,5546,12119
2016-02-01,Mangrulpeer,8,6780,8458,8200,9021
2015-01-01,Mangrulpeer,8,4182,5491,5106,15668
2016-01-01,Mangrulpeer,8,8319,9419,9106,15194
2015-07-01,Mangrulpeer,8,6486,7430,7281,999
2016-07-01,Mangrulpeer,8,8177,8564,8449,3975
2015-06-01,Mangrulpeer,8,5935,7462,7278,3891
2016-06-01,Mangrulpeer,8,8485,8884,8751,7239
2015-03-01,Mangrulpeer,8,4904,6096,5900,6526
2016-03-01,Mangrulpeer,8,7081,8254,7993,5735
2015-05-01,Mangrulpeer,8,5706,7231,7000,5413
2016-05-01,Mangrulpeer,8,8482,8868,8777,6525
2014-11-01,Mangrulpeer,8,4502,4832,4705,158
2015-11-01,Mangrulpeer,8,8000,10500,9900,23
2014-10-01,Mangrulpeer,8,4537,4852,4669,371
2016-10-01,Mangrulpeer,8,5476,6566,6358,3065
2014-09-01,Mangrulpeer,8,4325,4860,4677,1386
2015-09-01,Mangrulpeer,8,8315,9508,9313,196
2016-09-01,Mangrulpeer,8,6162,6963,6726,6047
2016-11-01,Mangrulpeer,8,4951,5835,5664,1489
2015-04-01,Nandura,8,5362,6720,6237,11175
2016-04-01,Nandura,8,8543,9166,9166,4975
2015-08-01,Nandura,8,6967,8980,8976,773
2016-08-01,Nandura,8,5868,6488,6488,2112
2014-12-01,Nandura,8,4027,4493,4308,128
2015-12-01,Nandura,8,7350,9010,9010,3014
2015-02-01,Nandura,8,5090,5938,5648,17981
2016-02-01,Nandura,8,7520,8428,8428,10825
2015-01-01,Nandura,8,4568,5122,4897,4393
2016-01-01,Nandura,8,7991,9190,9188,23229
2015-07-01,Nandura,8,5986,7273,7234,736
2016-07-01,Nandura,8,7900,8437,8432,1935
2015-06-01,Nandura,8,5686,7288,6869,2533
2016-06-01,Nandura,8,8373,8929,8899,4126
2015-03-01,Nandura,8,4941,6069,5664,9329
2016-03-01,Nandura,8,7706,8347,8347,4515
2015-05-01,Nandura,8,5497,7220,6534,4176
2016-05-01,Nandura,8,8510,8920,8911,4875
2014-11-01,Nandura,8,4506,5024,4820,531
2015-11-01,Nandura,8,7304,8393,8393,25
2014-10-01,Nandura,8,4406,5022,4756,452
2016-10-01,Nandura,8,5905,6641,6641,2507
2014-09-01,Nandura,8,4361,4916,4674,2892
2015-09-01,Nandura,8,7490,9152,9152,235
2016-09-01,Nandura,8,5694,6752,6752,2050
2016-11-01,Nandura,8,5153,5649,5649,439
2015-04-01,Solapur,8,5829,6259,6117,287
2016-04-01,Solapur,8,8123,8965,8711,416
2015-08-01,Solapur,8,8171,8436,8291,89
2016-08-01,Solapur,8,5754,5878,5816,99
2014-12-01,Solapur,8,4553,5276,5037,3226
2015-12-01,Solapur,8,8651,10298,9879,2004
2015-02-01,Solapur,8,4910,5755,5445,1790
2016-02-01,Solapur,8,7467,8657,8074,364
2015-01-01,Solapur,8,4543,5603,5437,4249
2016-01-01,Solapur,8,7726,9120,8775,1132
2015-07-01,Solapur,8,6625,6625,6625,14
2016-07-01,Solapur,8,7327,8216,7975,142
2015-06-01,Solapur,8,6747,6935,6872,45
2016-06-01,Solapur,8,7908,8600,8463,583
2015-03-01,Solapur,8,5119,5926,5715,429
2016-03-01,Solapur,8,7370,7937,7788,177
2015-05-01,Solapur,8,6185,6225,6225,32
2016-05-01,Solapur,8,8270,8797,8596,270
2014-11-01,Solapur,8,4845,4845,4845,29
2014-10-01,Solapur,8,4680,4750,4750,6
2015-10-01,Solapur,8,9394,9634,9394,12
2016-10-01,Solapur,8,5666,5841,5716,31
2014-09-01,Solapur,8,4490,4692,4644,79
2015-09-01,Solapur,8,8594,8944,8911,22
2016-09-01,Solapur,8,6117,6117,6117,80
2016-11-01,Solapur,8,5437,5699,5590,265
2015-04-01,Telhara,8,5526,6064,5766,1445
2016-04-01,Telhara,8,8127,8812,8467,1245
2015-08-01,Telhara,8,7670,8488,8089,465
2016-08-01,Telhara,8,5836,6309,6066,354
2015-12-01,Telhara,8,7089,8283,7675,1200
2015-02-01,Telhara,8,5313,5716,5507,2700
2016-02-01,Telhara,8,7288,7954,7565,3650
2015-01-01,Telhara,8,4456,4847,4615,1530
2016-01-01,Telhara,8,7777,9033,8480,5750
2015-07-01,Telhara,8,5860,6268,6078,405
2016-07-01,Telhara,8,7514,8018,7761,208
2015-06-01,Telhara,8,6061,6327,6196,670
2016-06-01,Telhara,8,7979,8512,8169,425
2015-03-01,Telhara,8,5453,5739,5585,2175
2016-03-01,Telhara,8,7050,7670,7353,1275
2015-05-01,Telhara,8,5977,6242,6099,915
2016-05-01,Telhara,8,8046,8528,8292,785
2014-11-01,Telhara,8,4000,4283,4142,65
2015-11-01,Telhara,8,6900,7200,7050,30
2014-10-01,Telhara,8,4130,4316,4213,425
2015-10-01,Telhara,8,8900,9520,9210,290
2016-10-01,Telhara,8,5425,6455,5898,435
2014-09-01,Telhara,8,4392,4538,4448,385
2015-09-01,Telhara,8,8345,8891,8618,495
2016-09-01,Telhara,8,5605,6545,6141,565
2016-11-01,Telhara,8,5125,5481,5278,85
2015-04-01,Udgir,8,5856,6760,6309,3022
2016-04-01,Udgir,8,9019,9389,9389,1260
2015-08-01,Udgir,8,9167,9500,9500,419
2016-08-01,Udgir,8,6558,7046,7042,772
2014-12-01,Udgir,8,4520,5198,4860,758
2015-12-01,Udgir,8,10053,10342,10342,7704
2015-02-01,Udgir,8,4837,6072,5454,5127
2016-02-01,Udgir,8,8420,8824,8822,22550
2015-01-01,Udgir,8,4621,5788,5203,6162
2016-01-01,Udgir,8,8751,9580,9580,20390
2015-07-01,Udgir,8,7297,7619,7619,882
2016-07-01,Udgir,8,8758,9118,9017,395
2015-06-01,Udgir,8,6680,7055,7161,892
2016-06-01,Udgir,8,9110,9271,9271,1025
2015-03-01,Udgir,8,5000,6326,5663,4261
2016-03-01,Udgir,8,8272,8501,8499,4001
2015-05-01,Udgir,8,6623,7350,6987,1956
2016-05-01,Udgir,8,8999,9109,9109,1284
2014-11-01,Udgir,8,4689,5433,5033,792
2015-11-01,Udgir,8,9741,10126,10126,165
2014-10-01,Udgir,8,4544,5203,4865,810
2016-10-01,Udgir,8,6818,7290,7290,747
2014-09-01,Udgir,8,4405,4953,4679,7337
2015-09-01,Udgir,8,9430,9875,9875,181
2016-09-01,Udgir,8,7200,7525,7525,570
2016-11-01,Udgir,8,6061,6456,6456,338
2015-04-01,Yeotmal,8,5778,6688,6234,9756
2016-04-01,Yeotmal,8,8167,8934,8597,14043
2015-08-01,Yeotmal,8,8117,8989,8764,903
2016-08-01,Yeotmal,8,5210,5862,5538,1136
2014-12-01,Yeotmal,8,4641,5005,4824,171
2015-12-01,Yeotmal,8,7124,8913,8169,5917
2015-02-01,Yeotmal,8,5012,5827,5413,28940
2016-02-01,Yeotmal,8,7460,8331,7942,15763
2015-01-01,Yeotmal,8,4598,5481,5041,15940
2016-01-01,Yeotmal,8,7285,9236,8383,22461
2015-07-01,Yeotmal,8,6723,7196,7227,817
2016-07-01,Yeotmal,8,7902,8711,8327,1038
2015-06-01,Yeotmal,8,6447,7254,6891,2454
2016-06-01,Yeotmal,8,8123,8888,8567,5443
2015-03-01,Yeotmal,8,5404,6107,5758,12364
2016-03-01,Yeotmal,8,7446,8290,7926,12120
2015-05-01,Yeotmal,8,6363,7284,6819,5619
2016-05-01,Yeotmal,8,7965,8779,8436,7444
2014-11-01,Yeotmal,8,4411,4815,4614,110
2015-11-01,Yeotmal,8,8048,8650,8250,49
2014-10-01,Yeotmal,8,4489,4907,4701,441
2016-10-01,Yeotmal,8,5786,6380,6111,3672
2014-09-01,Yeotmal,8,4345,4846,4599,1007
2015-09-01,Yeotmal,8,8222,9359,8752,319
2016-09-01,Yeotmal,8,6141,6866,6476,4830
2016-11-01,Yeotmal,8,5280,5563,5430,791
2015-04-01,Shegaon,9,6063,6362,6233,57
2016-04-01,Shegaon,9,8393,8458,8438,138
2015-08-01,Shegaon,9,6641,7111,6921,23
2016-08-01,Shegaon,9,5500,5500,5500,1
2014-12-01,Shegaon,9,5038,5504,5247,643
2015-12-01,Shegaon,9,8041,8538,8295,50
2015-02-01,Shegaon,9,5124,5629,5455,106
2016-02-01,Shegaon,9,7342,7500,7421,8
2015-01-01,Shegaon,9,5248,5772,5521,308
2016-01-01,Shegaon,9,8095,8205,8150,13
2015-07-01,Shegaon,9,6421,6421,6421,10
2016-07-01,Shegaon,9,6405,6405,6405,2
2015-06-01,Shegaon,9,6700,7058,6853,65
2016-06-01,Shegaon,9,7458,8111,8086,91
2015-03-01,Shegaon,9,5425,5739,5568,90
2016-03-01,Shegaon,9,7077,7488,7077,12
2015-05-01,Shegaon,9,6803,7300,7109,63
2016-05-01,Shegaon,9,7625,8250,8250,21
2014-11-01,Shegaon,9,5057,5565,5297,1833
2015-11-01,Shegaon,9,8231,9123,8677,52
2014-10-01,Shegaon,9,4142,4729,4528,3101
2016-10-01,Shegaon,9,5930,7131,6678,5890
2014-09-01,Shegaon,9,4082,4224,4195,49
2015-09-01,Shegaon,9,7687,8520,8100,211
2016-09-01,Shegaon,9,5989,6943,6431,3482
2016-11-01,Shegaon,9,5725,6429,6108,954
2015-04-01,Washim,9,5610,5610,5610,24
2016-04-01,Washim,9,8140,8965,8415,68
2015-08-01,Washim,9,6445,6682,6545,58
2016-08-01,Washim,9,7100,7250,7175,324
2014-12-01,Washim,9,5083,5368,5256,133
2015-12-01,Washim,9,8624,10005,9520,607
2015-02-01,Washim,9,5362,5604,5484,102
2016-02-01,Washim,9,6733,7013,6900,6
2015-01-01,Washim,9,5365,5771,5575,144
2016-01-01,Washim,9,8183,8310,8257,40
2015-07-01,Washim,9,5020,5150,5108,17
2016-07-01,Washim,9,8350,8900,8700,555
2015-06-01,Washim,9,6532,6686,6600,59
2015-03-01,Washim,9,5125,5175,5150,21
2016-03-01,Washim,9,7714,7907,7807,37
2015-05-01,Washim,9,5625,5738,5688,33
2016-05-01,Washim,9,8420,10157,9466,162
2014-11-01,Washim,9,4271,4549,4402,110
2015-11-01,Washim,9,4244,4465,4351,117
2014-10-01,Washim,9,4332,4580,4447,335
2015-10-01,Washim,9,9193,10008,9503,2249
2016-10-01,Washim,9,6331,7068,6827,9700
2014-09-01,Washim,9,4025,4238,4125,49
2015-09-01,Washim,9,8289,8891,8607,3995
2016-09-01,Washim,9,6467,6810,6684,7956
2016-11-01,Washim,9,6282,6885,6595,3180
2015-04-01,Akole,11,3000,3450,3250,285
2015-08-01,Akole,11,2825,3138,3000,141
2016-08-01,Akole,11,3250,3525,3425,87
2014-12-01,Akole,11,2825,3125,3000,975
2015-12-01,Akole,11,3000,3500,3250,741
2016-02-01,Akole,11,3000,3600,3375,335
2015-01-01,Akole,11,2860,3190,3025,803
2016-01-01,Akole,11,3000,3540,3300,753
2015-07-01,Akole,11,2880,3240,3130,283
2016-07-01,Akole,11,3300,3625,3475,146
2015-06-01,Akole,11,3000,3400,3250,215
2016-06-01,Akole,11,3200,3725,3500,100
2015-03-01,Akole,11,2825,3125,2975,406
2016-03-01,Akole,11,3000,3563,3375,334
2015-05-01,Akole,11,3250,3775,3475,204
2016-05-01,Akole,11,3300,3800,3525,203
2014-11-01,Akole,11,2825,3125,3000,1167
2015-11-01,Akole,11,3000,3575,3250,1353
2014-10-01,Akole,11,2750,2960,2860,109
2015-10-01,Akole,11,2960,3440,3120,2204
2016-10-01,Akole,11,2815,3000,2875,306
2014-09-01,Akole,11,3000,3200,3100,35
2015-09-01,Akole,11,2833,3167,3000,113
2016-09-01,Akole,11,2880,3145,3000,58
2016-11-01,Akole,11,2781,2925,2806,836
2015-04-01,Hinganghat,11,2856,3748,3300,41491
2016-04-01,Hinganghat,11,3188,4020,3469,45532
2015-08-01,Hinganghat,11,2943,3283,3118,11508
2016-08-01,Hinganghat,11,2962,3475,3171,13950
2014-12-01,Hinganghat,11,2793,3315,3054,41022
2015-12-01,Hinganghat,11,3010,3714,3355,45698
2015-02-01,Hinganghat,11,2800,3385,3093,45795
2016-02-01,Hinganghat,11,3000,3758,3260,58364
2015-01-01,Hinganghat,11,2800,3375,3087,35069
2016-01-01,Hinganghat,11,3000,3783,3379,51144
2015-07-01,Hinganghat,11,3011,3494,3305,17901
2016-07-01,Hinganghat,11,3039,3590,3241,14574
2015-06-01,Hinganghat,11,3016,3609,3338,35689
2016-06-01,Hinganghat,11,3138,3769,3389,23601
2015-03-01,Hinganghat,11,2800,3354,3077,47385
2016-03-01,Hinganghat,11,3026,3743,3274,43211
2015-05-01,Hinganghat,11,3015,4011,3513,53772
2016-05-01,Hinganghat,11,3181,3858,3417,59445
2014-11-01,Hinganghat,11,2665,3377,3021,76240
2015-11-01,Hinganghat,11,3000,3725,3325,61610
2014-10-01,Hinganghat,11,2751,3207,2979,19088
2015-10-01,Hinganghat,11,3053,3753,3496,125223
2014-09-01,Hinganghat,11,2878,3484,3181,13519
2015-09-01,Hinganghat,11,2993,3303,3168,12019
2016-09-01,Hinganghat,11,2813,3266,3022,7954
2015-04-01,Sangali,11,3013,3543,3278,2013
2016-04-01,Sangali,11,3825,4153,4048,8152
2015-08-01,Sangali,11,3033,3421,3288,1032
2016-08-01,Sangali,11,3475,3775,3703,351
2014-12-01,Sangali,11,3017,3420,3218,4607
2015-12-01,Sangali,11,3325,3792,3677,12185
2015-02-01,Sangali,11,3020,3410,3215,552
2016-02-01,Sangali,11,3238,3726,3617,9738
2015-01-01,Sangali,11,3038,3444,3241,451
2016-01-01,Sangali,11,3362,3792,3680,13438
2015-07-01,Sangali,11,3355,3613,3485,597
2016-07-01,Sangali,11,3764,3968,3893,505
2015-06-01,Sangali,11,3375,4030,3705,1758
2016-06-01,Sangali,11,3763,3984,3901,3404
2015-03-01,Sangali,11,3100,3425,3263,272
2016-03-01,Sangali,11,3365,3818,3700,6581
2015-05-01,Sangali,11,3448,3936,3692,2249
2016-05-01,Sangali,11,3625,4015,3869,10720
2014-11-01,Sangali,11,2910,3428,3169,5002
2015-11-01,Sangali,11,3250,3783,3642,6700
2014-10-01,Sangali,11,2716,3263,2989,9675
2015-10-01,Sangali,11,3229,3712,3550,7996
2016-10-01,Sangali,11,2854,3168,3076,3383
2014-09-01,Sangali,11,2750,3554,3162,13926
2015-09-01,Sangali,11,3057,3429,3276,9721
2016-09-01,Sangali,11,2950,3500,3400,198
2016-04-01,Pune,12,3385,3455,3438,6147
2015-08-01,Pune,12,2414,2507,2465,1339
2016-08-01,Pune,12,3918,3970,3947,7556
2014-12-01,Pune,12,2403,2518,2461,9332
2015-12-01,Pune,12,2465,2503,2493,7727
2015-02-01,Pune,12,2309,2370,2340,3466
2016-02-01,Pune,12,2598,2642,2628,13140
2015-01-01,Pune,12,2422,2501,2461,5406
2016-01-01,Pune,12,2610,2656,2644,6085
2015-07-01,Pune,12,2325,2392,2371,5947
2016-07-01,Pune,12,3807,3872,3851,5128
2015-06-01,Pune,12,2739,2816,2777,1510
2016-06-01,Pune,12,3627,3710,3687,8228
2015-03-01,Pune,12,2232,2306,2268,1668
2016-03-01,Pune,12,2817,2862,2848,11836
2015-05-01,Pune,12,2543,2600,2571,1197
2016-05-01,Pune,12,3317,3390,3367,10258
2014-11-01,Pune,12,2621,2705,2663,7455
2015-11-01,Pune,12,2409,2461,2443,2494
2014-10-01,Pune,12,2975,3065,3026,7621
2015-10-01,Pune,12,2568,2630,2612,2694
2016-10-01,Pune,12,3656,3741,3704,8814
2014-09-01,Pune,12,3136,3233,3179,7327
2015-09-01,Pune,12,2376,2413,2405,915
2016-09-01,Pune,12,3724,3781,3758,3937
2016-11-01,Pune,12,3042,3135,3094,11106
2015-04-01,Sangali,12,2470,3539,2977,95228
2016-04-01,Sangali,12,3060,3970,3603,76588
2015-08-01,Sangali,12,2021,3045,2493,113569
2014-12-01,Sangali,12,2427,3470,2948,62645
2015-12-01,Sangali,12,2195,3274,2732,87259
2015-02-01,Sangali,12,2229,3466,2649,45635
2016-02-01,Sangali,12,2391,3410,2846,56269
2015-01-01,Sangali,12,2370,3456,2880,55516
2016-01-01,Sangali,12,2325,3380,2826,123396
2015-07-01,Sangali,12,1776,3083,2160,94391
2016-07-01,Sangali,12,3511,4025,3790,54181
2015-06-01,Sangali,12,2119,3240,2571,93108
2016-06-01,Sangali,12,3408,4125,3748,64111
2015-03-01,Sangali,12,2306,3269,2641,36982
2016-03-01,Sangali,12,2633,3643,3128,56555
2015-05-01,Sangali,12,2441,3358,2847,89981
2016-05-01,Sangali,12,3004,4053,3555,84234
2014-11-01,Sangali,12,2495,3607,2993,56888
2015-11-01,Sangali,12,2035,3229,2563,69112
2014-10-01,Sangali,12,2406,3797,2994,115352
2015-10-01,Sangali,12,2280,3190,2505,94428
2016-10-01,Sangali,12,3127,4204,3681,164711
2014-09-01,Sangali,12,2600,3871,3189,104341
2015-09-01,Sangali,12,2156,3144,2531,91695
2016-09-01,Sangali,12,3255,4055,3591,65896
2016-11-01,Sangali,12,3188,4140,3646,43061
2015-04-01,Jalgaon,13,2126,3763,2900,138
2015-08-01,Jalgaon,13,920,1530,1170,188
2016-08-01,Jalgaon,13,1832,3005,2336,184
2014-12-01,Jalgaon,13,1248,1835,1522,203
2015-12-01,Jalgaon,13,1472,2283,1811,210
2015-02-01,Jalgaon,13,2168,3879,2974,115
2016-02-01,Jalgaon,13,2435,3612,3018,158
2015-01-01,Jalgaon,13,1311,1867,1556,223
2016-01-01,Jalgaon,13,1879,2732,2321,197
2015-07-01,Jalgaon,13,908,1483,1125,220
2016-07-01,Jalgaon,13,2090,3562,2819,167
2015-06-01,Jalgaon,13,1327,2215,1758,212
2016-06-01,Jalgaon,13,2088,3615,2815,231
2015-03-01,Jalgaon,13,2728,4722,3589,105
2016-03-01,Jalgaon,13,2974,5009,3909,230
2015-05-01,Jalgaon,13,1930,3525,2683,163
2016-05-01,Jalgaon,13,2662,4114,3281,223
2014-11-01,Jalgaon,13,1577,2400,1950,190
2015-11-01,Jalgaon,13,2300,3231,2750,160
2014-10-01,Jalgaon,13,2383,3589,2994,105
2015-10-01,Jalgaon,13,2115,3300,2700,165
2016-10-01,Jalgaon,13,1468,3332,2223,203
2014-09-01,Jalgaon,13,2150,3144,2561,97
2015-09-01,Jalgaon,13,1650,3060,2350,168
2016-09-01,Jalgaon,13,2086,4243,3219,181
2016-11-01,Jalgaon,13,1010,1857,1386,193
2015-04-01,Shrirampur,14,2500,3500,3000,283
2016-04-01,Shrirampur,14,1614,2114,1864,283
2015-08-01,Shrirampur,14,3175,3675,3425,268
2016-08-01,Shrirampur,14,1786,2469,2131,412
2014-12-01,Shrirampur,14,3568,4114,3841,183
2015-12-01,Shrirampur,14,3107,3500,3357,241
2015-02-01,Shrirampur,14,2500,2991,2743,200
2016-02-01,Shrirampur,14,2231,2662,2446,180
2015-01-01,Shrirampur,14,2692,3212,2954,229
2016-01-01,Shrirampur,14,2868,3368,3118,294
2015-07-01,Shrirampur,14,3474,4000,3739,295
2016-07-01,Shrirampur,14,2528,3444,3006,325
2015-06-01,Shrirampur,14,3217,3913,3565,341
2016-06-01,Shrirampur,14,2020,2900,2478,495
2015-03-01,Shrirampur,14,2500,3458,2992,253
2016-03-01,Shrirampur,14,1981,2500,2240,333
2015-05-01,Shrirampur,14,2217,2792,2508,319
2016-05-01,Shrirampur,14,1478,1978,1728,363
2014-11-01,Shrirampur,14,4083,4729,4419,203
2015-11-01,Shrirampur,14,3215,3525,3465,310
2014-10-01,Shrirampur,14,3977,4500,4239,190
2015-10-01,Shrirampur,14,3169,3496,3413,385
2016-10-01,Shrirampur,14,1400,2000,1700,364
2015-09-01,Shrirampur,14,3076,3619,3440,268
2016-09-01,Shrirampur,14,1500,2217,1859,453
2016-11-01,Shrirampur,14,1095,1562,1329,399
2015-04-01,Karad,16,1642,2075,1858,81
2016-04-01,Karad,16,2168,2688,2688,111
2015-08-01,Karad,16,1517,1950,1908,33
2016-08-01,Karad,16,1508,2012,2012,102
2014-12-01,Karad,16,2438,3075,2744,33
2015-12-01,Karad,16,2326,3009,3009,126
2015-02-01,Karad,16,2422,2944,2667,54
2016-02-01,Karad,16,2216,2748,2748,96
2015-01-01,Karad,16,2342,3050,2696,51
2016-01-01,Karad,16,2628,3176,3176,84
2015-07-01,Karad,16,2000,2500,2500,9
2016-07-01,Karad,16,2387,2874,2874,91
2015-06-01,Karad,16,1786,2257,2186,39
2016-06-01,Karad,16,2196,2737,2737,102
2015-03-01,Karad,16,2150,2739,2430,123
2016-03-01,Karad,16,2152,2689,2689,129
2015-05-01,Karad,16,1444,1911,1683,60
2016-05-01,Karad,16,1589,2100,2100,126
2014-11-01,Karad,16,2643,3471,3057,30
2015-11-01,Karad,16,1660,2120,2120,21
2014-10-01,Karad,16,1836,2409,2127,99
2015-10-01,Karad,16,1564,2086,2086,69
2016-10-01,Karad,16,1512,2024,2024,84
2014-09-01,Karad,16,2138,2854,2488,471
2016-09-01,Karad,16,1065,1504,1504,117
2016-11-01,Karad,16,1280,1720,1720,84
2015-04-01,Vai,16,3382,3964,3673,102
2016-04-01,Vai,16,3400,4400,4190,25
2015-08-01,Vai,16,1173,1582,1480,107
2016-08-01,Vai,16,2687,3213,3081,155
2014-12-01,Vai,16,3000,3667,3333,46
2015-12-01,Vai,16,3636,4109,3935,109
2015-02-01,Vai,16,2994,3469,3231,157
2016-02-01,Vai,16,2955,3545,3358,81
2015-01-01,Vai,16,3500,4000,3750,19
2016-01-01,Vai,16,3346,3885,3709,139
2015-07-01,Vai,16,1275,1663,1582,60
2016-07-01,Vai,16,3000,3654,3425,99
2015-06-01,Vai,16,1667,2067,1887,35
2016-06-01,Vai,16,3200,4000,3740,50
2015-03-01,Vai,16,3350,3900,3575,73
2016-03-01,Vai,16,3167,3917,3653,21
